timestamp,mocap_x(ned),mocap_y(ned),mocap_z(ned),mocap_vx(ned),mocap_vy(ned),mocap_vz(ned),mocap_ax(ned),mocap_ay(ned),mocap_az(ned),mocap_q_w,mocap_q_x,mocap_q_y,mocap_q_z,pos_d_x,pos_d_y,pos_d_z,vel_d_x,vel_d_y,vel_d_z,acc_d_x,acc_d_y,acc_d_z,int_x,int_y,int_z,ref_mask
1293489989824,32.7665,5.72536,-1.40407,2.45985,0.197083,-0.155099,2.05753,-0.332066,0.18298,0.995649,-0.00869413,-0.0582753,0.0723096,33.0349,5.68322,-1.38254,2.58119,0.290815,-0.122684,0.230612,0.260385,-0.101526,0.221626,-0.0101464,-0.221941,7
1293510001216,32.8257,5.73012,-1.40774,2.47761,0.204809,-0.150527,-1.34998,1.24902,0.319647,0.995625,-0.00845973,-0.0559708,0.0744827,33.0866,5.68909,-1.38502,2.58557,0.296013,-0.124747,0.207938,0.25945,-0.104716,0.221922,-0.010193,-0.221894,7
1293529982016,32.8416,5.74089,-1.41009,2.45048,0.245519,-0.14574,0.948321,1.11273,0.737258,0.995642,-0.00741708,-0.054539,0.0754233,33.1384,5.69506,-1.38753,2.58949,0.30119,-0.12685,0.184141,0.258311,-0.105547,0.222547,-0.0102912,-0.221785,7
1293549999744,32.8978,5.74684,-1.41335,2.43999,0.267466,-0.141433,1.36169,-1.20341,-0.546135,0.995586,-0.00746697,-0.0524868,0.0776178,33.1902,5.70114,-1.39009,2.59294,0.306348,-0.128968,0.161326,0.257497,-0.106256,0.222917,-0.0103484,-0.221729,7
1293569993120,32.9692,5.75416,-1.41761,2.48432,0.238079,-0.152069,0.91339,-0.87521,-0.43484,0.995462,-0.0086077,-0.0500331,0.0807063,33.2421,5.70731,-1.39269,2.59596,0.311428,-0.131088,0.140658,0.250693,-0.105764,0.22359,-0.0104535,-0.221622,7
1293589982400,32.9964,5.76347,-1.42265,2.47736,0.251832,-0.162979,-1.85196,0.805001,-0.187137,0.99527,-0.00951897,-0.04967,0.0831018,33.294,5.71359,-1.39533,2.59858,0.316379,-0.133198,0.120909,0.244516,-0.105235,0.224381,-0.0105893,-0.221477,7
1293609993856,33.0567,5.76969,-1.42688,2.47214,0.254519,-0.184334,1.51378,-0.0858252,-0.613906,0.995065,-0.0104212,-0.0488328,0.0859273,33.346,5.71997,-1.39802,2.60081,0.321143,-0.135282,0.102595,0.232005,-0.103131,0.224724,-0.0106469,-0.221414,7
1293629984672,33.084,5.77243,-1.42896,2.4892,0.243693,-0.195641,1.58937,-1.88342,-1.44282,0.994975,-0.0104488,-0.0484703,0.0871638,33.3981,5.72644,-1.40074,2.60268,0.325666,-0.137324,0.0850665,0.22042,-0.10108,0.225431,-0.0107684,-0.221273,7
1293649993696,33.1428,5.77789,-1.43382,2.51549,0.22577,-0.214426,-0.182769,0.377691,0.0583514,0.994733,-0.0107919,-0.0480395,0.0901129,33.4501,5.73299,-1.40351,2.60422,0.329966,-0.139326,0.0683079,0.209744,-0.0990803,0.225777,-0.010819,-0.221211,7
1293669989856,33.2063,5.78461,-1.44283,2.50214,0.255081,-0.212333,1.70631,0.809176,0.252731,0.994525,-0.0110206,-0.0486351,0.0919773,33.5022,5.73963,-1.40632,2.6054,0.334101,-0.141296,0.0503813,0.203885,-0.0979865,0.226499,-0.0109244,-0.221069,7
1293689985440,33.2352,5.78757,-1.44526,2.52193,0.261504,-0.210852,1.73746,0.308262,0.00489274,0.994451,-0.0108506,-0.0487771,0.0927178,33.5543,5.74636,-1.40916,2.60612,0.338139,-0.143347,0.0212639,0.19989,-0.107039,0.227386,-0.0110593,-0.22085,7
1293710001312,33.2945,5.79374,-1.4502,2.51449,0.262894,-0.20992,-1.18499,0.203154,0.00671478,0.994207,-0.0107914,-0.0489436,0.0952385,33.6065,5.75316,-1.41205,2.60626,0.342099,-0.145574,-0.0071135,0.196154,-0.11554,0.227753,-0.0111067,-0.220767,7
1293729986080,33.3222,5.79668,-1.45251,2.51098,0.269903,-0.208786,0.549548,1.06628,0.198728,0.994134,-0.0108564,-0.0488209,0.0960584,33.6586,5.76004,-1.41499,2.60585,0.345963,-0.147956,-0.0336974,0.19034,-0.122573,0.228486,-0.011202,-0.220588,7
1293750036032,33.3746,5.80604,-1.45701,2.50306,0.309498,-0.196324,0.31532,-1.37264,-0.0491732,0.994081,-0.011451,-0.0490831,0.0963147,33.7107,5.767,-1.41797,2.60491,0.349714,-0.150474,-0.0596445,0.184827,-0.129129,0.228857,-0.0112424,-0.220505,7
1293769984928,33.4458,5.81491,-1.46277,2.48319,0.319847,-0.209702,-0.912502,0.81992,-0.651068,0.993811,-0.0115623,-0.0483933,0.0994196,33.7628,5.77403,-1.42101,2.60355,0.353329,-0.153026,-0.0764236,0.176774,-0.126126,0.229662,-0.0113359,-0.220318,7
1293789989632,33.4641,5.8193,-1.46307,2.45575,0.33283,-0.204878,-1.82876,1.00068,-0.0513669,0.993607,-0.0116698,-0.0486172,0.101275,33.8148,5.78113,-1.42409,2.60186,0.35679,-0.155519,-0.0926768,0.16942,-0.123177,0.230566,-0.0114526,-0.220079,7
1293810011968,33.5243,5.82768,-1.46811,2.4633,0.349598,-0.205043,0.641059,0.352546,0.575375,0.993469,-0.0122576,-0.0482192,0.102752,33.8669,5.7883,-1.42723,2.59984,0.360106,-0.157942,-0.109079,0.162254,-0.119109,0.230968,-0.0114963,-0.21999,7
1293830124736,33.5528,5.83171,-1.47044,2.4693,0.34863,-0.198681,0.398794,-0.520319,0.527076,0.993375,-0.0127902,-0.048095,0.103656,33.9188,5.79553,-1.43041,2.59747,0.363304,-0.160277,-0.128329,0.157675,-0.114396,0.231807,-0.0115927,-0.21979,7
1293849998016,33.6118,5.84011,-1.47503,2.46172,0.357107,-0.184026,0.295183,0.798218,0.921647,0.993148,-0.0145118,-0.0482247,0.105537,33.9707,5.80283,-1.43364,2.59471,0.366416,-0.162518,-0.147022,0.153612,-0.109788,0.232229,-0.0116345,-0.219698,7
1293869988224,33.6762,5.852,-1.47658,2.43656,0.386249,-0.163505,0.989388,0.626315,0.340846,0.992908,-0.0162957,-0.048032,0.107588,34.0226,5.81019,-1.43691,2.5916,0.369441,-0.16466,-0.164052,0.149002,-0.104441,0.233089,-0.0117237,-0.219499,7
1293889987744,33.7067,5.8568,-1.47864,2.4487,0.38299,-0.166321,0.953877,-1.14786,-0.791603,0.992796,-0.0167403,-0.0480862,0.108537,34.0744,5.81761,-1.44022,2.58811,0.372369,-0.166694,-0.184902,0.143898,-0.0989191,0.234077,-0.011843,-0.219273,7
1293909988032,33.7613,5.86295,-1.47518,2.44956,0.363974,-0.161769,-2.22083,0.950002,-0.488822,0.992674,-0.0176899,-0.0479384,0.109536,34.1261,5.82508,-1.44358,2.58421,0.375201,-0.168618,-0.205201,0.139344,-0.0935298,0.234536,-0.011892,-0.219177,7
1293929983168,33.7918,5.86752,-1.47724,2.44198,0.368497,-0.16797,1.00639,-0.226025,-0.503744,0.992569,-0.0181277,-0.0479149,0.110426,34.1778,5.83261,-1.44697,2.57989,0.377921,-0.170446,-0.226284,0.132752,-0.0892701,0.235357,-0.0119771,-0.219035,7
1293949985120,33.8482,5.87597,-1.48115,2.4725,0.369463,-0.169266,0.832393,0.394067,1.02513,0.992388,-0.0190094,-0.0477034,0.111997,34.2293,5.8402,-1.45039,2.57516,0.380515,-0.172189,-0.24681,0.126788,-0.0850813,0.235839,-0.0120208,-0.218959,7
1293969977760,33.9217,5.88672,-1.48623,2.49677,0.358024,-0.175993,-1.0109,0.271476,0.634456,0.992076,-0.0202881,-0.0477814,0.114489,34.2808,5.84783,-1.45385,2.57004,0.382982,-0.173858,-0.265664,0.119959,-0.0817937,0.236714,-0.0121028,-0.218818,7
1293989985440,33.9539,5.88502,-1.48642,2.492,0.348893,-0.168495,-1.38067,0.312679,-0.080593,0.991978,-0.0207457,-0.047544,0.115325,34.3321,5.85552,-1.45735,2.56454,0.385318,-0.175461,-0.28406,0.113784,-0.0785365,0.237774,-0.0122177,-0.218627,7
1294009989696,34.0127,5.89325,-1.49038,2.51045,0.347009,-0.168754,1.35822,-0.845966,-0.164287,0.991827,-0.0214516,-0.0470573,0.116689,34.3834,5.86325,-1.46087,2.55867,0.387526,-0.176983,-0.303042,0.107131,-0.0736261,0.238207,-0.0122514,-0.21856,7
1294029980128,34.0414,5.89718,-1.49233,2.5153,0.339499,-0.172012,-0.511252,-0.46621,-0.404975,0.991701,-0.0218309,-0.046793,0.117804,34.4345,5.87102,-1.46443,2.55238,0.389614,-0.178409,-0.325585,0.101789,-0.0689749,0.23908,-0.012322,-0.218421,7
1294049983744,34.1237,5.89605,-1.49435,2.54961,0.304096,-0.165043,-0.829753,0.241482,0.60185,0.991406,-0.0228517,-0.0458031,0.120433,34.4855,5.87883,-1.46801,2.54565,0.391601,-0.179743,-0.347469,0.0970275,-0.0644342,0.239529,-0.012352,-0.218357,7
1294069974464,34.1555,5.89992,-1.49639,2.54172,0.315493,-0.160211,-0.433755,1.58282,0.171631,0.991336,-0.0225512,-0.045357,0.121235,34.5363,5.88668,-1.47162,2.5385,0.393501,-0.18097,-0.367225,0.0930468,-0.0583741,0.240562,-0.0124011,-0.218207,7
1294089986304,34.214,5.90735,-1.49992,2.55516,0.326168,-0.148181,0.537839,-0.722978,-0.0263498,0.991264,-0.0219302,-0.0445486,0.122245,34.587,5.89457,-1.47525,2.53091,0.395364,-0.182062,-0.391593,0.0932701,-0.0508319,0.241037,-0.0124177,-0.218145,7
1294109983040,34.2714,5.91455,-1.50338,2.54771,0.317681,-0.159637,-2.22558,0.673014,0.175124,0.991076,-0.0205856,-0.0431354,0.124507,34.6375,5.9025,-1.4789,2.52284,0.397234,-0.183006,-0.415181,0.093779,-0.0435979,0.241893,-0.012447,-0.218032,7
1294129992160,34.3,5.91169,-1.50822,2.53615,0.306291,-0.164291,0.971281,-0.0290125,-0.208806,0.991016,-0.0200974,-0.0425447,0.125243,34.6879,5.91046,-1.48257,2.5143,0.399173,-0.183803,-0.43923,0.100093,-0.036193,0.242717,-0.0124741,-0.217922,7
1294149987712,34.3724,5.92061,-1.51286,2.55114,0.321642,-0.160894,1.89411,0.46627,0.0295627,0.990965,-0.0187816,-0.0406024,0.126503,34.7381,5.91846,-1.48625,2.50528,0.401237,-0.184455,-0.462456,0.106363,-0.0291134,0.243201,-0.0124756,-0.217858,7
1294170034208,34.4341,5.92831,-1.51672,2.58399,0.319451,-0.158757,0.687475,0.268327,0.629553,0.990819,-0.0175614,-0.0388091,0.128392,34.7881,5.92651,-1.48994,2.49584,0.403417,-0.184963,-0.481024,0.111656,-0.021737,0.244243,-0.0124818,-0.217706,7
1294189980992,34.4697,5.92631,-1.49899,2.59128,0.311311,-0.119405,-1.23854,0.658075,0.216111,0.990702,-0.0165855,-0.0369886,0.129937,34.8379,5.9346,-1.49365,2.48603,0.405713,-0.185341,-0.499644,0.11795,-0.0160549,0.245092,-0.0124861,-0.217578,7
1294209985280,34.5446,5.93578,-1.50236,2.57382,0.342461,-0.116204,-1.854,0.688834,-0.636299,0.990488,-0.0141572,-0.0344058,0.132575,34.8875,5.94274,-1.49736,2.47586,0.408136,-0.185607,-0.517719,0.124307,-0.0105946,0.245497,-0.012477,-0.217566,7
1294229980736,34.5767,5.94011,-1.50385,2.56348,0.350104,-0.122392,0.198812,0.534544,-0.354315,0.990394,-0.0130813,-0.0329227,0.133775,34.937,5.95093,-1.50107,2.46536,0.410716,-0.185757,-0.532014,0.133674,-0.00441323,0.246491,-0.0124568,-0.217537,7
1294249982336,34.6281,5.95248,-1.50713,2.56799,0.361962,-0.12926,1.86463,-0.910826,-0.665366,0.990116,-0.0120601,-0.0301191,0.13655,34.9862,5.95917,-1.50478,2.45458,0.413482,-0.185785,-0.545925,0.142985,0.0015967,0.246941,-0.0124433,-0.21753,7
1294269979520,34.6899,5.96109,-1.51034,2.57715,0.359814,-0.133273,-0.366146,0.570907,1.09,0.989758,-0.0109233,-0.0272004,0.139853,35.0351,5.96747,-1.5085,2.44356,0.41648,-0.185664,-0.555845,0.156784,0.0104342,0.247747,-0.0124282,-0.217519,7
1294289985600,34.7182,5.96512,-1.51174,2.56907,0.373731,-0.120914,-1.10393,1.96081,1.15839,0.989617,-0.0104827,-0.0259846,0.141116,35.0839,5.97583,-1.51221,2.4323,0.419829,-0.185335,-0.570071,0.177997,0.0223571,0.248575,-0.0124129,-0.217511,7
1294309992352,34.7838,5.97148,-1.50967,2.51773,0.396818,-0.0932403,-1.72913,0.590518,-0.69119,0.98913,-0.00965841,-0.0223857,0.145127,35.1324,5.98426,-1.51591,2.42076,0.423596,-0.184772,-0.583941,0.198627,0.0338639,0.248977,-0.0124011,-0.217512,7
1294329983328,34.8127,5.97608,-1.51077,2.51014,0.404089,-0.0978354,0.408375,0.674519,-0.108307,0.988971,-0.00907382,-0.0211872,0.146434,35.1807,5.99278,-1.5196,2.40896,0.427886,-0.183997,-0.596542,0.2301,0.0436063,0.250022,-0.0123628,-0.217549,7
1294349985472,34.8719,5.98556,-1.51321,2.5256,0.399467,-0.113597,0.026971,-0.456647,-1.2381,0.988526,-0.00821058,-0.0189558,0.149786,35.2288,6.00138,-1.52327,2.3969,0.432794,-0.183031,-0.608835,0.260533,0.0529722,0.250445,-0.0123436,-0.217569,7
1294369984960,34.9308,5.99514,-1.51603,2.48975,0.421108,-0.124558,-1.49457,1.11987,-0.807237,0.988028,-0.00740942,-0.0176241,0.153263,35.2766,6.01009,-1.52692,2.38462,0.438232,-0.181909,-0.619147,0.283204,0.0591652,0.251284,-0.0123064,-0.217617,7
1294389985792,34.9741,6.00266,-1.51823,2.45391,0.438339,-0.127677,-2.60245,0.850276,0.45057,0.987667,-0.00677481,-0.0170399,0.155686,35.3242,6.01892,-1.53055,2.37212,0.444105,-0.18068,-0.631286,0.304017,0.0636702,0.252096,-0.0122713,-0.217668,7
1294409993408,35.0323,6.00677,-1.52275,2.42502,0.430327,-0.148274,0.334961,0.371626,-0.387555,0.986914,-0.0064496,-0.0169454,0.160361,35.3715,6.02786,-1.53415,2.35937,0.450388,-0.179363,-0.64317,0.32418,0.0680431,0.252708,-0.0122429,-0.217711,7
1294429982592,35.0627,6.01214,-1.52466,2.43566,0.428151,-0.156441,1.36886,-0.719957,-0.919739,0.986628,-0.00586904,-0.0166181,0.16218,35.4185,6.03693,-1.53772,2.34648,0.456881,-0.177995,-0.646217,0.325065,0.0688137,0.253471,-0.0121955,-0.217762,7
1294449984256,35.1212,6.02238,-1.52862,2.43328,0.429796,-0.173091,-1.88683,0.636329,-0.538459,0.98601,-0.00496717,-0.0164508,0.165966,35.4653,6.04614,-1.54127,2.33352,0.46339,-0.17661,-0.649351,0.325774,0.069633,0.253916,-0.0121645,-0.217795,7
1294469985440,35.1812,6.02421,-1.52367,2.42267,0.432976,-0.137864,0.502828,0.978096,1.36642,0.985519,-0.00495478,-0.0165025,0.16879,35.5119,6.05547,-1.54478,2.32044,0.470072,-0.175156,-0.659133,0.342343,0.0757331,0.254741,-0.0121075,-0.217855,7
1294489984992,35.2236,6.03189,-1.52603,2.41852,0.44459,-0.132319,-0.97692,0.349797,-0.732518,0.985181,-0.00382754,-0.016719,0.170777,35.5582,6.06494,-1.54827,2.30717,0.476951,-0.173664,-0.667488,0.345546,0.0735236,0.255502,-0.0120356,-0.217952,7
1294509992160,35.2798,6.03848,-1.53308,2.42052,0.446666,-0.139159,1.03877,-0.35058,0.356172,0.984708,-0.00301863,-0.0172909,0.173395,35.6042,6.07455,-1.55173,2.29374,0.483892,-0.172214,-0.675658,0.348448,0.0715096,0.256087,-0.0119778,-0.21803,7
1294529984896,35.3066,6.0434,-1.53461,2.42548,0.444659,-0.136602,-0.140334,-0.0129044,0.106964,0.9844,-0.00247032,-0.017489,0.175131,35.6499,6.0843,-1.55516,2.2801,0.490921,-0.170806,-0.688157,0.354375,0.0693134,0.256832,-0.0118949,-0.218116,7
1294549996256,35.3643,6.05413,-1.53784,2.39651,0.452879,-0.134619,-0.82539,0.402801,-0.226162,0.983666,-0.0011533,-0.0177209,0.179226,35.6954,6.09419,-1.55856,2.26622,0.498063,-0.16944,-0.700302,0.359831,0.0673118,0.257212,-0.0118498,-0.218161,7
1294569979296,35.4331,6.06752,-1.54174,2.35178,0.475382,-0.130149,-0.610296,1.79683,1.01244,0.982963,0.000880414,-0.0175108,0.183093,35.7406,6.10422,-1.56194,2.25212,0.505406,-0.168059,-0.709559,0.374299,0.0707937,0.258004,-0.0117539,-0.218261,7
1294589982944,35.4618,6.06372,-1.5385,2.3566,0.464278,-0.117731,-0.147479,0.676358,0.260655,0.982613,0.000887792,-0.0176321,0.184905,35.7855,6.1144,-1.56528,2.23782,0.513042,-0.166575,-0.719967,0.389255,0.0775977,0.258895,-0.0116475,-0.218378,7
1294610001952,35.5173,6.07474,-1.54117,2.36544,0.472438,-0.110207,-1.3912,-0.0464964,-0.0604979,0.981956,0.00225601,-0.0172453,0.188409,35.8301,6.12474,-1.5686,2.22332,0.520972,-0.164956,-0.730206,0.403586,0.0841884,0.259267,-0.0115892,-0.218439,7
1294629976640,35.5443,6.08018,-1.54243,2.34616,0.473733,-0.109291,-1.96296,0.271813,0.219802,0.981587,0.00291752,-0.017134,0.190332,35.8744,6.13524,-1.57188,2.20861,0.529215,-0.163177,-0.740418,0.420655,0.0936576,0.260002,-0.0114718,-0.218568,7
1294649990624,35.5991,6.09151,-1.54488,2.32233,0.490631,-0.100036,0.868379,0.327847,0.06735,0.980991,0.00396514,-0.017084,0.193383,35.9184,6.14591,-1.57513,2.19371,0.537793,-0.161212,-0.750375,0.437014,0.10279,0.260381,-0.0114085,-0.218636,7
1294669983296,35.6717,6.09834,-1.54638,2.32312,0.49354,-0.10379,0.763288,1.44982,0.82415,0.980382,0.00600236,-0.0162548,0.196433,35.9621,6.15676,-1.57833,2.17863,0.546702,-0.159074,-0.75698,0.453759,0.111047,0.261132,-0.0112807,-0.218778,7
1294689985440,35.6995,6.1043,-1.54765,2.32138,0.500948,-0.107699,-1.05359,-0.214532,-1.47593,0.980031,0.00687244,-0.0160516,0.198175,36.0056,6.16778,-1.58149,2.1634,0.555915,-0.156778,-0.766398,0.467417,0.118495,0.261974,-0.0111113,-0.218963,7
1294709984288,35.7715,6.10845,-1.54728,2.30974,0.490691,-0.113099,-0.472375,0.734435,-0.122127,0.9793,0.00912443,-0.0153596,0.201692,36.0487,6.179,-1.5846,2.14798,0.565395,-0.154335,-0.775595,0.480471,0.125688,0.262341,-0.0110352,-0.219044,7
1294729989952,35.7979,6.11411,-1.54859,2.30739,0.497441,-0.11673,0.0620994,0.444913,-0.512206,0.979019,0.00995512,-0.0150222,0.203044,36.0915,6.1904,-1.58766,2.13238,0.575178,-0.151754,-0.784088,0.497762,0.132406,0.262993,-0.0108692,-0.21922,7
1294749986560,35.8636,6.12866,-1.55186,2.29832,0.522069,-0.112309,1.06004,0.37229,-0.439549,0.978266,0.0121076,-0.0141477,0.206612,36.134,6.20201,-1.59067,2.11662,0.5853,-0.149041,-0.792336,0.514305,0.138851,0.263329,-0.0107818,-0.219309,7
1294769982656,35.9187,6.14132,-1.55455,2.30407,0.53498,-0.110075,-0.281279,0.0155701,0.156807,0.977388,0.0139252,-0.0132993,0.210695,36.1761,6.21382,-1.59362,2.1007,0.595702,-0.146213,-0.798813,0.525763,0.143874,0.2641,-0.0105725,-0.219531,7
1294789985280,35.9487,6.14218,-1.56103,2.28901,0.528477,-0.119165,-1.90978,0.650867,-0.162905,0.976775,0.0150072,-0.0130304,0.213434,36.218,6.22584,-1.59652,2.08466,0.606327,-0.143287,-0.805141,0.536734,0.148715,0.264717,-0.0103989,-0.219718,7
1294809990656,36.0136,6.15752,-1.56437,2.26788,0.552035,-0.112345,-2.29826,1.61504,0.673899,0.975541,0.0178785,-0.0114002,0.218932,36.2595,6.23807,-1.59935,2.06845,0.61715,-0.140239,-0.815965,0.545488,0.156063,0.265026,-0.0103028,-0.2198,7
1294829985248,36.0395,6.16396,-1.56559,2.24108,0.568093,-0.100565,-2.364,1.17837,1.37531,0.975058,0.0189049,-0.0108784,0.221025,36.3007,6.25052,-1.60213,2.05195,0.628118,-0.137066,-0.83442,0.551217,0.161223,0.265727,-0.0100733,-0.219999,7
1294849981984,36.093,6.17794,-1.56772,2.22723,0.594386,-0.0803532,0.139319,0.177547,0.206046,0.974196,0.02052,-0.0101479,0.224707,36.3416,6.2632,-1.60483,2.03508,0.639198,-0.133791,-0.852335,0.556766,0.166245,0.266027,-0.00997381,-0.220083,7
1294870033024,36.1231,6.17969,-1.57646,2.23619,0.585703,-0.0987502,0.660717,0.341477,-0.855859,0.973406,0.0213261,-0.0103481,0.227984,36.3821,6.27609,-1.60748,2.01791,0.650337,-0.130432,-0.864426,0.557115,0.169674,0.266624,-0.00976929,-0.220261,7
1294889987232,36.1869,6.19665,-1.57938,2.24404,0.603854,-0.105689,0.997598,0.116791,-0.550114,0.97214,0.0231498,-0.00941375,0.23323,36.4223,6.28921,-1.61005,2.00057,0.661484,-0.126903,-0.869686,0.557538,0.183136,0.266921,-0.0096585,-0.220332,7
1294909991296,36.2394,6.21113,-1.5818,2.21644,0.633672,-0.0982647,-1.40659,1.68198,0.0362155,0.97099,0.0246279,-0.00855394,0.23788,36.4622,6.30255,-1.61255,1.98312,0.672637,-0.12311,-0.874951,0.557764,0.196031,0.267592,-0.00939481,-0.220507,7
1294929990368,36.2791,6.21547,-1.58845,2.23563,0.638954,-0.111061,0.770176,1.0471,-0.447496,0.970758,0.0259304,-0.00850011,0.238615,36.5016,6.31611,-1.61497,1.96554,0.683812,-0.119067,-0.883656,0.559724,0.208177,0.268115,-0.00918007,-0.220651,7
1294949990080,36.3295,6.23014,-1.59103,2.24446,0.664188,-0.116252,-1.24482,0.637382,0.17021,0.969628,0.0281787,-0.006649,0.243003,36.5408,6.3299,-1.61731,1.94778,0.695024,-0.114787,-0.892215,0.561484,0.219768,0.268393,-0.00905432,-0.220718,7
1294971214016,36.3968,6.25028,-1.59441,2.24263,0.682332,-0.108437,-1.85106,1.55678,0.496235,0.968012,0.029947,-0.00379845,0.249273,36.5795,6.34392,-1.61956,1.92992,0.706245,-0.110291,-0.893728,0.560512,0.229699,0.268868,-0.00882994,-0.220836,7
1294989997536,36.4306,6.25236,-1.59731,2.24308,0.682913,-0.108046,-1.49943,1.12389,1.05787,0.967083,0.0307989,-0.00287958,0.252714,36.618,6.35815,-1.62172,1.912,0.717488,-0.105601,-0.898128,0.563776,0.239214,0.269416,-0.00854914,-0.220987,7
1295010002656,36.4806,6.26796,-1.59952,2.207,0.704008,-0.08951,-0.129731,0.888293,0.637184,0.965954,0.0317311,-0.000527816,0.256921,36.656,6.37262,-1.62379,1.894,0.728794,-0.100726,-0.902476,0.566768,0.248255,0.269632,-0.00842753,-0.221043,7
1295029987136,36.5082,6.27685,-1.6006,2.20827,0.719126,-0.0848489,0.332179,1.53153,0.108902,0.965338,0.0321259,0.000888827,0.259192,36.6937,6.3873,-1.62575,1.87577,0.740187,-0.0958203,-0.919591,0.572473,0.24235,0.270026,-0.00819218,-0.221152,7
1295049992736,36.5589,6.29394,-1.60249,2.19037,0.759594,-0.0785835,-0.65812,-0.405004,0.196364,0.964106,0.0331974,0.00368026,0.263616,36.7311,6.40222,-1.62762,1.85722,0.751691,-0.0910301,-0.936043,0.577926,0.236714,0.270258,-0.00805417,-0.221215,7
1295069982560,36.602,6.29928,-1.59912,2.20603,0.742452,-0.0701882,-0.107616,1.08066,-0.206328,0.963001,0.0330381,0.00602458,0.267555,36.768,6.41737,-1.62939,1.83838,0.763372,-0.0863466,-0.94756,0.590079,0.231666,0.270655,-0.0078047,-0.221331,7
1295089992480,36.6534,6.31698,-1.6007,2.17853,0.765962,-0.0615609,-2.18743,0.575178,0.625221,0.961512,0.0343101,0.00882515,0.272658,36.8046,6.43276,-1.63107,1.81926,0.775356,-0.0817447,-0.964145,0.608155,0.22852,0.270945,-0.00759812,-0.221437,7
1295109997728,36.7042,6.33526,-1.60204,2.15513,0.791328,-0.0534877,0.756351,0.829352,0.36879,0.960138,0.0356985,0.0117576,0.277206,36.8408,6.44839,-1.63266,1.79982,0.787692,-0.0772058,-0.979918,0.625357,0.225375,0.271299,-0.00732669,-0.221579,7
1295129991872,36.7276,6.33996,-1.60089,2.15261,0.786965,-0.0512045,-0.558264,-0.210203,0.113942,0.959095,0.0363259,0.0128798,0.280602,36.8766,6.46427,-1.63416,1.78012,0.800371,-0.0727238,-0.990343,0.642381,0.222819,0.27162,-0.00706097,-0.221723,7
1295149996768,36.7777,6.35862,-1.60194,2.1018,0.808612,-0.0359772,-2.63187,2.29473,1.00004,0.957489,0.0374308,0.0155048,0.285794,36.912,6.48041,-1.63557,1.76021,0.813382,-0.0682933,-1.00019,0.658526,0.220222,0.271791,-0.00691808,-0.221799,7
1295169987296,36.8365,6.38212,-1.60269,2.03157,0.836724,-0.0171827,-2.72889,0.946745,0.847398,0.955618,0.0391076,0.0185773,0.291636,36.947,6.49681,-1.63689,1.74005,0.826548,-0.0639465,-1.0152,0.658072,0.214483,0.272107,-0.00663199,-0.221957,7
1295189986560,36.8586,6.38754,-1.60484,2.0164,0.834459,-0.0239967,1.13167,0.512843,-0.605679,0.954857,0.0391948,0.0193,0.293969,36.9816,6.51347,-1.63813,1.71968,0.839929,-0.0596551,-1.02176,0.6798,0.214662,0.272421,-0.00630527,-0.222152,7
1295210009280,36.9057,6.40732,-1.60548,1.98598,0.850817,-0.0277385,-2.40683,1.00124,0.272003,0.953093,0.0405161,0.0210933,0.299373,37.0158,6.53041,-1.63928,1.69919,0.853732,-0.0553597,-1.02789,0.700384,0.214885,0.272575,-0.00614792,-0.222235,7
1295229978880,36.9275,6.41678,-1.60578,1.9532,0.863769,-0.0266404,-3.52962,1.34449,-0.0731225,0.952391,0.0411227,0.0216346,0.30149,37.0496,6.54762,-1.64035,1.67859,0.867933,-0.051056,-1.03188,0.719535,0.215484,0.272834,-0.00585882,-0.222394,7
1295249982816,36.9834,6.44213,-1.60663,1.91887,0.88709,-0.0294868,-2.29873,1.18209,0.697775,0.950506,0.0429603,0.0227263,0.307082,37.0829,6.56513,-1.64132,1.65791,0.882507,-0.0467404,-1.03557,0.737613,0.216078,0.272968,-0.00571434,-0.222471,7
1295269955936,37.0274,6.46155,-1.60688,1.89437,0.88731,-0.0321594,-2.9275,0.265951,0.409931,0.94851,0.0444392,0.0225031,0.31294,37.1159,6.58293,-1.64221,1.63722,0.897412,-0.0424188,-1.03381,0.752777,0.216087,0.273256,-0.00535838,-0.222671,7
1295289980160,37.049,6.47181,-1.60723,1.86513,0.897119,-0.0293156,-2.15848,1.44081,0.0848666,0.94758,0.0450849,0.0223274,0.315677,37.1484,6.60102,-1.64302,1.6165,0.912558,-0.0381391,-1.03788,0.761672,0.21193,0.273469,-0.0050672,-0.222841,7
1295309998560,37.0942,6.49402,-1.60791,1.83023,0.913983,-0.0283197,-1.02658,0.316983,-0.692405,0.945768,0.0465878,0.021774,0.320917,37.1805,6.61943,-1.64374,1.59571,0.927875,-0.0339396,-1.04171,0.76993,0.208064,0.273583,-0.00491866,-0.222923,7
1295329987648,37.1121,6.50501,-1.61413,1.80115,0.926459,-0.040985,-2.89266,1.40477,0.887776,0.944789,0.0470556,0.0208691,0.323719,37.2122,6.63814,-1.64438,1.57481,0.943204,-0.0298282,-1.04773,0.763037,0.203135,0.273795,-0.00461158,-0.223099,7
1295349980416,37.1632,6.53219,-1.61503,1.72556,0.947999,-0.0243513,-2.54627,1.16548,0.0423031,0.942249,0.049361,0.0199558,0.330811,37.2435,6.65716,-1.64493,1.5538,0.958396,-0.0258121,-1.05346,0.75613,0.198524,0.27391,-0.00445854,-0.223168,7
