timestamp,mocap_x(ned),mocap_y(ned),mocap_z(ned),mocap_vx(ned),mocap_vy(ned),mocap_vz(ned),mocap_ax(ned),mocap_ay(ned),mocap_az(ned),mocap_q_w,mocap_q_x,mocap_q_y,mocap_q_z,pos_d_x,pos_d_y,pos_d_z,vel_d_x,vel_d_y,vel_d_z,acc_d_x,acc_d_y,acc_d_z,ext_fl_acc(0),ext_fl_acc(1),ext_fl_acc(2)
1695201703937783584,0.595854,-1.79695,-1.01796,0.0302085,-0.00945573,0.0492581,-0.00558295,0.0266939,-0.00799123,0.71998,0.0149332,-0.0151946,-0.693668,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.393306,-0.0067417,-0.578458
1695201703949930912,0.595854,-1.79695,-1.01796,0.0302085,-0.00945573,0.0492581,-0.00558295,0.0266939,-0.00799123,0.71998,0.0149332,-0.0151946,-0.693668,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.390343,-0.00687789,-0.558526
1695201703957600992,0.595854,-1.79695,-1.01796,0.0302085,-0.00945573,0.0492581,-0.00558295,0.0266939,-0.00799123,0.71998,0.0149332,-0.0151946,-0.693668,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.387733,-0.00697582,-0.538553
1695201703967610720,0.595854,-1.79695,-1.01796,0.0302085,-0.00945573,0.0492581,-0.00558295,0.0266939,-0.00799123,0.71998,0.0149332,-0.0151946,-0.693668,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.385499,-0.00703573,-0.518543
1695201703977515968,0.596682,-1.79683,-1.01706,0.0274812,-0.00944554,0.0606672,-0.0263877,0.0200682,-0.00198811,0.719964,0.0149246,-0.0143356,-0.693703,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.386142,-0.00704332,-0.498342
1695201703989924928,0.596682,-1.79683,-1.01706,0.0274812,-0.00944554,0.0606672,-0.0263877,0.0200682,-0.00198811,0.719964,0.0149246,-0.0143356,-0.693703,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.38679,-0.0071078,-0.478155
1695201703997623808,0.596682,-1.79683,-1.01706,0.0274812,-0.00944554,0.0606672,-0.0263877,0.0200682,-0.00198811,0.719964,0.0149246,-0.0143356,-0.693703,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.387453,-0.00722501,-0.457973
1695201704007810560,0.596682,-1.79683,-1.01706,0.0274812,-0.00944554,0.0606672,-0.0263877,0.0200682,-0.00198811,0.719964,0.0149246,-0.0143356,-0.693703,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.388129,-0.00738954,-0.437796
1695201704019815008,0.596682,-1.79683,-1.01706,0.0274812,-0.00944554,0.0606672,-0.0263877,0.0200682,-0.00198811,0.719964,0.0149246,-0.0143356,-0.693703,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.388819,-0.007596,-0.417623
1695201704027713216,0.597708,-1.7967,-1.01641,0.0311173,-0.0118317,0.0377443,-0.0595672,0.00614356,0.00288273,0.720026,0.0145941,-0.0136798,-0.693659,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.383404,-0.0130323,-0.409767
1695201704037677536,0.597708,-1.7967,-1.01641,0.0311173,-0.0118317,0.0377443,-0.0595672,0.00614356,0.00288273,0.720026,0.0145941,-0.0136798,-0.693659,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.379106,-0.0175772,-0.397153
1695201704050189056,0.597708,-1.7967,-1.01641,0.0311173,-0.0118317,0.0377443,-0.0595672,0.00614356,0.00288273,0.720026,0.0145941,-0.0136798,-0.693659,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.375642,-0.0212999,-0.384883
1695201704057943488,0.597708,-1.7967,-1.01641,0.0311173,-0.0118317,0.0377443,-0.0595672,0.00614356,0.00288273,0.720026,0.0145941,-0.0136798,-0.693659,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.372935,-0.0242817,-0.372884
1695201704067771968,0.598656,-1.79675,-1.01644,0.0228844,-0.0146457,0.0279163,-0.0959599,0.00691709,0.00133433,0.720216,0.0139025,-0.0128241,-0.693492,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.387422,-0.0322487,-0.380818
1695201704077550720,0.598656,-1.79675,-1.01644,0.0228844,-0.0146457,0.0279163,-0.0959599,0.00691709,0.00133433,0.720216,0.0139025,-0.0128241,-0.693492,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.398637,-0.0384926,-0.384786
1695201704089570944,0.598656,-1.79675,-1.01644,0.0228844,-0.0146457,0.0279163,-0.0959599,0.00691709,0.00133433,0.720216,0.0139025,-0.0128241,-0.693492,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.4069,-0.0432094,-0.387393
1695201704097890048,0.598656,-1.79675,-1.01644,0.0228844,-0.0146457,0.0279163,-0.0959599,0.00691709,0.00133433,0.720216,0.0139025,-0.0128241,-0.693492,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.4126,-0.0465927,-0.38892
1695201704109734336,0.598987,-1.79676,-1.0164,0.0189111,-0.0112213,0.0360223,-0.0411939,0.0127749,0.00133875,0.720294,0.0133134,-0.0121149,-0.693435,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.424076,-0.0419563,-0.373327
1695201704118283232,0.599401,-1.79671,-1.01605,0.0153917,-0.010156,0.0403989,-0.0921267,0.0279158,0.0115257,0.720419,0.0125789,-0.0108844,-0.69334,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.435025,-0.0372629,-0.357155
1695201704129843936,0.599401,-1.79671,-1.01605,0.0153917,-0.010156,0.0403989,-0.0921267,0.0279158,0.0115257,0.720419,0.0125789,-0.0108844,-0.69334,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.443687,-0.0325021,-0.339685
1695201704137696992,0.599401,-1.79671,-1.01605,0.0153917,-0.010156,0.0403989,-0.0921267,0.0279158,0.0115257,0.720419,0.0125789,-0.0108844,-0.69334,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.449184,-0.0280428,-0.320912
1695201704147837152,0.599401,-1.79671,-1.01605,0.0153917,-0.010156,0.0403989,-0.0921267,0.0279158,0.0115257,0.720419,0.0125789,-0.0108844,-0.69334,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.451075,-0.0244087,-0.302864
1695201704157622720,0.600093,-1.7966,-1.0157,0.0165537,-0.00856729,0.0295158,0.000115435,0.0657944,0.00021222,0.720515,0.0128335,-0.00982702,-0.693251,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.447636,-0.0183704,-0.307392
1695201704170752192,0.600093,-1.7966,-1.0157,0.0165537,-0.00856729,0.0295158,0.000115435,0.0657944,0.00021222,0.720515,0.0128335,-0.00982702,-0.693251,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.442058,-0.0140478,-0.307936
1695201704177439136,0.600093,-1.7966,-1.0157,0.0165537,-0.00856729,0.0295158,0.000115435,0.0657944,0.00021222,0.720515,0.0128335,-0.00982702,-0.693251,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.434793,-0.0111937,-0.307267
1695201704187616896,0.600093,-1.7966,-1.0157,0.0165537,-0.00856729,0.0295158,0.000115435,0.0657944,0.00021222,0.720515,0.0128335,-0.00982702,-0.693251,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.426305,-0.00958772,-0.305643
1695201704197760608,0.600398,-1.79651,-1.0155,0.0114355,-0.00766551,0.033792,0.131466,0.0114464,0.0229849,0.72074,0.0140159,-0.00978841,-0.692995,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.427264,-0.00721713,-0.294689
1695201704210354336,0.600538,-1.79639,-1.01525,0.0103192,-0.00336248,0.0407484,0.119237,0.00895592,0.00183003,0.720763,0.0147866,-0.0103744,-0.692946,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.427954,0.000201618,-0.276041
1695201704217642752,0.600538,-1.79639,-1.01525,0.0103192,-0.00336248,0.0407484,0.119237,0.00895592,0.00183003,0.720763,0.0147866,-0.0103744,-0.692946,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.427031,0.00605384,-0.256866
1695201704229810464,0.600538,-1.79639,-1.01525,0.0103192,-0.00336248,0.0407484,0.119237,0.00895592,0.00183003,0.720763,0.0147866,-0.0103744,-0.692946,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.424614,0.00974851,-0.237292
1695201704239156928,0.600538,-1.79639,-1.01525,0.0103192,-0.00336248,0.0407484,0.119237,0.00895592,0.00183003,0.720763,0.0147866,-0.0103744,-0.692946,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.42097,0.0113168,-0.217867
1695201704248415488,0.600767,-1.79612,-1.01476,0.014384,-0.00319778,0.0378575,0.122422,0.000112147,0.0208627,0.720816,0.0155602,-0.0109739,-0.692865,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.408339,0.0113365,-0.205
1695201704257552992,0.600767,-1.79612,-1.01476,0.014384,-0.00319778,0.0378575,0.122422,0.000112147,0.0208627,0.720816,0.0155602,-0.0109739,-0.692865,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.397222,0.00971041,-0.191534
1695201704270490336,0.600767,-1.79612,-1.01476,0.014384,-0.00319778,0.0378575,0.122422,0.000112147,0.0208627,0.720816,0.0155602,-0.0109739,-0.692865,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.387549,0.0067833,-0.178027
1695201704280458208,0.600767,-1.79612,-1.01476,0.014384,-0.00319778,0.0378575,0.122422,0.000112147,0.0208627,0.720816,0.0155602,-0.0109739,-0.692865,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.37925,0.00285779,-0.164488
1695201704287639328,0.600767,-1.79612,-1.01476,0.014384,-0.00319778,0.0378575,0.122422,0.000112147,0.0208627,0.720816,0.0155602,-0.0109739,-0.692865,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.372244,-0.00180066,-0.150929
1695201704297797376,0.601303,-1.79562,-1.01478,0.016568,-0.00338391,0.0128661,0.0665265,-0.102273,0.0235616,0.721187,0.0161309,-0.0143254,-0.692404,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.366898,-0.00470434,-0.170113
1695201704307598304,0.601303,-1.79562,-1.01478,0.016568,-0.00338391,0.0128661,0.0665265,-0.102273,0.0235616,0.721187,0.0161309,-0.0143254,-0.692404,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.361723,-0.00831351,-0.189192
1695201704319719904,0.601303,-1.79562,-1.01478,0.016568,-0.00338391,0.0128661,0.0665265,-0.102273,0.0235616,0.721187,0.0161309,-0.0143254,-0.692404,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.357559,-0.0121233,-0.208466
1695201704327744928,0.601303,-1.79562,-1.01478,0.016568,-0.00338391,0.0128661,0.0665265,-0.102273,0.0235616,0.721187,0.0161309,-0.0143254,-0.692404,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.35455,-0.0160757,-0.227914
1695201704339479136,0.601656,-1.79522,-1.015,0.0106179,-0.00503092,0.0175481,-0.0131096,-0.13324,0.0323861,0.721434,0.0148577,-0.0163724,-0.69213,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.364751,-0.0234306,-0.238279
1695201704347582176,0.601656,-1.79522,-1.015,0.0106179,-0.00503092,0.0175481,-0.0131096,-0.13324,0.0323861,0.721434,0.0148577,-0.0163724,-0.69213,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.374125,-0.0286923,-0.24834
1695201704359719488,0.601656,-1.79522,-1.015,0.0106179,-0.00503092,0.0175481,-0.0131096,-0.13324,0.0323861,0.721434,0.0148577,-0.0163724,-0.69213,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.382668,-0.0321499,-0.257304
1695201704367798752,0.601656,-1.79522,-1.015,0.0106179,-0.00503092,0.0175481,-0.0131096,-0.13324,0.0323861,0.721434,0.0148577,-0.0163724,-0.69213,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.390358,-0.0340751,-0.265391
1695201704379442144,0.601843,-1.79486,-1.01572,0.0105329,-0.00738578,-0.00868401,-0.0502694,-0.0921101,0.0173482,0.7217,0.0125004,-0.0173615,-0.691876,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.392692,-0.0358635,-0.285385
1695201704387634848,0.601894,-1.7948,-1.01607,0.0107487,-0.00912412,-0.0115634,-0.126092,-0.0592311,0.000982346,0.721786,0.0114462,-0.0173339,-0.691805,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.394694,-0.0380098,-0.305376
1695201704397740032,0.601894,-1.7948,-1.01607,0.0107487,-0.00912412,-0.0115634,-0.126092,-0.0592311,0.000982346,0.721786,0.0114462,-0.0173339,-0.691805,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.396388,-0.0392099,-0.325467
1695201704408015136,0.601952,-1.79475,-1.01642,0.0124104,-0.00984345,-0.0103312,-0.126092,-0.0592311,0.000982346,0.721786,0.0114462,-0.0173339,-0.691805,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.396575,-0.0400652,-0.345634
1695201704419378336,0.601952,-1.79475,-1.01642,0.0124104,-0.00984345,-0.0103312,-0.126092,-0.0592311,0.000982346,0.721786,0.0114462,-0.0173339,-0.691805,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.396573,-0.0400083,-0.365817
1695201704427735840,0.601952,-1.79475,-1.01642,0.0124104,-0.00984345,-0.0103312,-0.126092,-0.0592311,0.000982346,0.721786,0.0114462,-0.0173339,-0.691805,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.396396,-0.0391373,-0.385978
1695201704437703936,0.601952,-1.79475,-1.01642,0.0124104,-0.00984345,-0.0103312,-0.126092,-0.0592311,0.000982346,0.721786,0.0114462,-0.0173339,-0.691805,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.396058,-0.0375499,-0.406092
1695201704447768384,0.602217,-1.79459,-1.01751,0.00776612,-0.0102124,0.0114923,-0.0609432,-0.00715223,0.00346192,0.72191,0.00982227,-0.0166689,-0.691716,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.404118,-0.0325365,-0.414552
1695201704457675968,0.602217,-1.79459,-1.01751,0.00776612,-0.0102124,0.0114923,-0.0609432,-0.00715223,0.00346192,0.72191,0.00982227,-0.0166689,-0.691716,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.409407,-0.0261999,-0.427777
1695201704470192192,0.602217,-1.79459,-1.01751,0.00776612,-0.0102124,0.0114923,-0.0609432,-0.00715223,0.00346192,0.72191,0.00982227,-0.0166689,-0.691716,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.41248,-0.0188852,-0.440998
1695201704477567488,0.602217,-1.79459,-1.01751,0.00776612,-0.0102124,0.0114923,-0.0609432,-0.00715223,0.00346192,0.72191,0.00982227,-0.0166689,-0.691716,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.413682,-0.0109264,-0.454219
1695201704487694560,0.602217,-1.79459,-1.01751,0.00776612,-0.0102124,0.0114923,-0.0609432,-0.00715223,0.00346192,0.72191,0.00982227,-0.0166689,-0.691716,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.413334,-0.0026071,-0.467438
1695201704497658784,0.602262,-1.79442,-1.01829,0.0101519,-0.0152901,0.00777744,-0.0557082,0.0555401,0.00811348,0.722164,0.00975757,-0.0145749,-0.6915,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.407421,-0.00422068,-0.486548
1695201704507723200,0.602262,-1.79442,-1.01829,0.0101519,-0.0152901,0.00777744,-0.0557082,0.0555401,0.00811348,0.722164,0.00975757,-0.0145749,-0.6915,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.400546,-0.00443731,-0.505396
1695201704519577504,0.602262,-1.79442,-1.01829,0.0101519,-0.0152901,0.00777744,-0.0557082,0.0555401,0.00811348,0.722164,0.00975757,-0.0145749,-0.6915,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.393246,-0.00342995,-0.524057
1695201704529278336,0.602262,-1.79442,-1.01829,0.0101519,-0.0152901,0.00777744,-0.0557082,0.0555401,0.00811348,0.722164,0.00975757,-0.0145749,-0.6915,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.385737,-0.00144007,-0.542556
1695201704537651584,0.602275,-1.79445,-1.01927,-0.000697666,-0.0152751,0.0132561,-0.0145383,0.0603081,-0.00840496,0.722259,0.0103759,-0.0138001,-0.691407,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.399922,0.001357,-0.550029
1695201704547798752,0.60219,-1.79445,-1.01944,-0.00312309,-0.0156756,0.0123892,0.0237465,0.0388169,-0.00247436,0.722251,0.0106459,-0.0133773,-0.69142,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.41452,0.00354119,-0.561357
1695201704557652800,0.60219,-1.79445,-1.01944,-0.00312309,-0.0156756,0.0123892,0.0237465,0.0388169,-0.00247436,0.722251,0.0106459,-0.0133773,-0.69142,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.424271,0.00581259,-0.573176
1695201704570186240,0.60219,-1.79445,-1.01944,-0.00312309,-0.0156756,0.0123892,0.0237465,0.0388169,-0.00247436,0.722251,0.0106459,-0.0133773,-0.69142,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.429882,0.00810782,-0.585578
1695201704577591840,0.60219,-1.79445,-1.01944,-0.00312309,-0.0156756,0.0123892,0.0237465,0.0388169,-0.00247436,0.722251,0.0106459,-0.0133773,-0.69142,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.432014,0.0103756,-0.598439
1695201704587752800,0.601914,-1.79457,-1.02015,-6.71915e-05,-0.0202444,0.0176656,0.0208067,0.0340723,-0.034375,0.721994,0.0117075,-0.0132994,-0.691672,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.425143,0.00340852,-0.601078
1695201704597705472,0.601914,-1.79457,-1.02015,-6.71915e-05,-0.0202444,0.0176656,0.0208067,0.0340723,-0.034375,0.721994,0.0117075,-0.0132994,-0.691672,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.417475,-0.00203936,-0.606225
1695201704610054944,0.601914,-1.79457,-1.02015,-6.71915e-05,-0.0202444,0.0176656,0.0208067,0.0340723,-0.034375,0.721994,0.0117075,-0.0132994,-0.691672,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.409341,-0.00614473,-0.612594
1695201704617614528,0.601914,-1.79457,-1.02015,-6.71915e-05,-0.0202444,0.0176656,0.0208067,0.0340723,-0.034375,0.721994,0.0117075,-0.0132994,-0.691672,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.400987,-0.009079,-0.619927
1695201704627751328,0.601914,-1.79457,-1.02015,-6.71915e-05,-0.0202444,0.0176656,0.0208067,0.0340723,-0.034375,0.721994,0.0117075,-0.0132994,-0.691672,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.392619,-0.0110048,-0.628024
1695201704637649632,0.601542,-1.7948,-1.02022,-0.006352,-0.0195964,0.0387675,0.154445,-0.0141513,-0.0385306,0.721618,0.0129367,-0.0144745,-0.692019,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.395223,-0.010868,-0.608084
1695201704649822912,0.601542,-1.7948,-1.02022,-0.006352,-0.0195964,0.0387675,0.154445,-0.0141513,-0.0385306,0.721618,0.0129367,-0.0144745,-0.692019,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.397431,-0.0103563,-0.588129
1695201704657611360,0.601542,-1.7948,-1.02022,-0.006352,-0.0195964,0.0387675,0.154445,-0.0141513,-0.0385306,0.721618,0.0129367,-0.0144745,-0.692019,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.398866,-0.00946318,-0.568129
1695201704667838624,0.601542,-1.7948,-1.02022,-0.006352,-0.0195964,0.0387675,0.154445,-0.0141513,-0.0385306,0.721618,0.0129367,-0.0144745,-0.692019,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.399439,-0.00818943,-0.548325
1695201704677725472,0.601129,-1.79509,-1.01953,0.00236338,-0.020051,0.044577,0.0819591,0.00120274,-0.0497098,0.721037,0.0145718,-0.0160393,-0.692557,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.388918,-0.0078696,-0.531189
1695201704687722080,0.601129,-1.79509,-1.01953,0.00236338,-0.020051,0.044577,0.0819591,0.00120274,-0.0497098,0.721037,0.0145718,-0.0160393,-0.692557,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.378947,-0.00730092,-0.513751
1695201704700337664,0.601129,-1.79509,-1.01953,0.00236338,-0.020051,0.044577,0.0819591,0.00120274,-0.0497098,0.721037,0.0145718,-0.0160393,-0.692557,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.370128,-0.00649368,-0.495723
1695201704709005344,0.601129,-1.79509,-1.01953,0.00236338,-0.020051,0.044577,0.0819591,0.00120274,-0.0497098,0.721037,0.0145718,-0.0160393,-0.692557,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.362658,-0.0054557,-0.477116
1695201704717548736,0.601088,-1.79537,-1.01881,0.00408002,-0.0197208,0.0461457,0.100091,0.0440185,-0.0445916,0.720495,0.0165573,-0.0172849,-0.693047,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.355029,-0.0038962,-0.458603
1695201704727959808,0.601064,-1.79545,-1.01861,0.00277547,-0.0202399,0.0462645,0.100091,0.0440185,-0.0445916,0.720495,0.0165573,-0.0172849,-0.693047,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.351811,-0.00324316,-0.438801
1695201704739156992,0.601031,-1.79553,-1.0184,0.000957768,-0.0206728,0.0469834,0.0722193,0.0304232,-0.028668,0.72024,0.0176365,-0.0177331,-0.693274,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.354147,-0.00338894,-0.418864
1695201704747537792,0.601031,-1.79553,-1.0184,0.000957768,-0.0206728,0.0469834,0.0722193,0.0304232,-0.028668,0.72024,0.0176365,-0.0177331,-0.693274,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.358361,-0.00359289,-0.399242
1695201704757463200,0.601031,-1.79553,-1.0184,0.000957768,-0.0206728,0.0469834,0.0722193,0.0304232,-0.028668,0.72024,0.0176365,-0.0177331,-0.693274,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.364088,-0.00384079,-0.380009
1695201704767576352,0.601031,-1.79553,-1.0184,0.000957768,-0.0206728,0.0469834,0.0722193,0.0304232,-0.028668,0.72024,0.0176365,-0.0177331,-0.693274,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.370984,-0.00412058,-0.361165
1695201704777483680,0.600953,-1.79571,-1.01796,0.00207404,-0.021396,0.0455784,0.00878172,0.0230552,-0.0371458,0.719994,0.0180157,-0.0177053,-0.693521,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.377015,-0.00589291,-0.344243
1695201704787496096,0.600953,-1.79571,-1.01796,0.00207404,-0.021396,0.0455784,0.00878172,0.0230552,-0.0371458,0.719994,0.0180157,-0.0177053,-0.693521,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.3841,-0.00747971,-0.327325
1695201704798326976,0.600953,-1.79571,-1.01796,0.00207404,-0.021396,0.0455784,0.00878172,0.0230552,-0.0371458,0.719994,0.0180157,-0.0177053,-0.693521,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.391907,-0.00888449,-0.31055
1695201704807580800,0.600953,-1.79571,-1.01796,0.00207404,-0.021396,0.0455784,0.00878172,0.0230552,-0.0371458,0.719994,0.0180157,-0.0177053,-0.693521,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.400161,-0.0101139,-0.293882
1695201704817563680,0.600804,-1.79635,-1.01668,0.00365711,-0.0223018,0.0406603,-0.0648615,0.0548024,-0.0165189,0.719479,0.0179625,-0.0159173,-0.6941,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.405453,-0.0129941,-0.28716
1695201704827520320,0.600804,-1.79635,-1.01668,0.00365711,-0.0223018,0.0406603,-0.0648615,0.0548024,-0.0165189,0.719479,0.0179625,-0.0159173,-0.6941,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.410916,-0.0157991,-0.278405
1695201704839071936,0.600804,-1.79635,-1.01668,0.00365711,-0.0223018,0.0406603,-0.0648615,0.0548024,-0.0165189,0.719479,0.0179625,-0.0159173,-0.6941,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.416386,-0.018485,-0.268606
1695201704847492736,0.600804,-1.79635,-1.01668,0.00365711,-0.0223018,0.0406603,-0.0648615,0.0548024,-0.0165189,0.719479,0.0179625,-0.0159173,-0.6941,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.421762,-0.0210213,-0.257976
1695201704857682432,0.600804,-1.79635,-1.01668,0.00365711,-0.0223018,0.0406603,-0.0648615,0.0548024,-0.0165189,0.719479,0.0179625,-0.0159173,-0.6941,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.426964,-0.023386,-0.246684
1695201704869177248,0.600963,-1.7967,-1.0157,0.00985217,-0.0175151,0.0309105,-0.072397,0.0385891,-0.0367892,0.718727,0.0177824,-0.0134965,-0.694933,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.4195,-0.0159614,-0.254424
1695201704877547168,0.601038,-1.79677,-1.01558,0.0112282,-0.0169264,0.0278361,-0.072397,0.0385891,-0.0367892,0.718727,0.0177824,-0.0134965,-0.694933,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.410868,-0.00976416,-0.263793
1695201704889219776,0.601129,-1.79683,-1.01549,0.0121516,-0.017106,0.0241479,-0.011444,0.0204124,-0.0346094,0.718485,0.0178118,-0.0129507,-0.695194,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.402292,-0.00621632,-0.277281
1695201704897563584,0.601129,-1.79683,-1.01549,0.0121516,-0.017106,0.0241479,-0.011444,0.0204124,-0.0346094,0.718485,0.0178118,-0.0129507,-0.695194,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.395611,-0.00467415,-0.287175
1695201704909683488,0.601129,-1.79683,-1.01549,0.0121516,-0.017106,0.0241479,-0.011444,0.0204124,-0.0346094,0.718485,0.0178118,-0.0129507,-0.695194,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.390559,-0.0047825,-0.294899
1695201704917665024,0.601129,-1.79683,-1.01549,0.0121516,-0.017106,0.0241479,-0.011444,0.0204124,-0.0346094,0.718485,0.0178118,-0.0129507,-0.695194,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.386922,-0.00622581,-0.30091
1695201704929840672,0.601545,-1.79709,-1.01549,0.0110132,-0.0199458,0.0084409,-0.0159142,-0.0139485,-0.00757695,0.718237,0.0179673,-0.0129698,-0.695446,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.386846,-0.0106706,-0.320534
1695201704937517728,0.601545,-1.79709,-1.01549,0.0110132,-0.0199458,0.0084409,-0.0159142,-0.0139485,-0.00757695,0.718237,0.0179673,-0.0129698,-0.695446,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.387134,-0.0159438,-0.33993
1695201704947755328,0.601545,-1.79709,-1.01549,0.0110132,-0.0199458,0.0084409,-0.0159142,-0.0139485,-0.00757695,0.718237,0.0179673,-0.0129698,-0.695446,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.387683,-0.0215198,-0.359226
1695201704957568640,0.601545,-1.79709,-1.01549,0.0110132,-0.0199458,0.0084409,-0.0159142,-0.0139485,-0.00757695,0.718237,0.0179673,-0.0129698,-0.695446,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.38847,-0.0273118,-0.378444
1695201704970116032,0.601545,-1.79709,-1.01549,0.0110132,-0.0199458,0.0084409,-0.0159142,-0.0139485,-0.00757695,0.718237,0.0179673,-0.0129698,-0.695446,0.605859,-1.80578,-1,0,0,0,0,0,0,-0.389461,-0.0332258,-0.397607
