timestamp,est_px,est_py,est_pz,est_vx,est_vy,est_vz,est_ax,est_ay,est_az,est_qw,est_qx,est_qy,est_qz,des_px,des_py,des_pz,des_vx,des_vy,des_vz,des_ax,des_ay,des_az,int_x,int_y,int_z,ref_mask
1695219469478598976,-0.0862339,0.0664892,-0.355943,-0.238444,0.10901,-0.691013,-0.734348,-0.12526,-0.255786,0.717122,0.00354746,-0.0232769,-0.69655,-0.00735736,-0.0104812,-0.454254,0.0946518,-0.115456,-0.147467,0,0,0,0.0188643,-0.0192438,0.0673232,1
1695219469489078848,-0.0862339,0.0664892,-0.355943,-0.238444,0.10901,-0.691013,-0.734348,-0.12526,-0.255786,0.717122,0.00354746,-0.0232769,-0.69655,-0.00735736,-0.0104812,-0.454254,0.0946518,-0.115456,-0.147467,0,0,0,0.0188643,-0.0192438,0.0673232,1
1695219469498799328,-0.0862339,0.0664892,-0.355943,-0.238444,0.10901,-0.691013,-0.734348,-0.12526,-0.255786,0.717122,0.00354746,-0.0232769,-0.69655,-0.00735736,-0.0104812,-0.494254,0.0946518,-0.115456,-0.207467,0,0,0,0.0188643,-0.0192438,0.0673232,1
1695219469509191520,-0.0975165,0.0724494,-0.390461,-0.2462,0.104111,-0.706589,-0.188952,-0.167587,0.304597,0.717389,0.0035384,-0.0272701,-0.69613,-0.00735736,-0.0104812,-0.494254,0.108191,-0.124396,-0.15569,0,0,0,0.0188643,-0.0192438,0.0673232,1
1695219469518646912,-0.0975165,0.0724494,-0.390461,-0.2462,0.104111,-0.706589,-0.188952,-0.167587,0.304597,0.717389,0.0035384,-0.0272701,-0.69613,-0.00735736,-0.0104812,-0.494254,0.108191,-0.124396,-0.15569,0,0,0,0.0220445,-0.0212943,0.0747385,1
1695219469528644384,-0.0975165,0.0724494,-0.390461,-0.2462,0.104111,-0.706589,-0.188952,-0.167587,0.304597,0.717389,0.0035384,-0.0272701,-0.69613,-0.00735736,-0.0104812,-0.494254,0.108191,-0.124396,-0.15569,0,0,0,0.0220445,-0.0212943,0.0747385,1
1695219469539184640,-0.0975165,0.0724494,-0.390461,-0.2462,0.104111,-0.706589,-0.188952,-0.167587,0.304597,0.717389,0.0035384,-0.0272701,-0.69613,-0.00735736,-0.0104812,-0.494254,0.108191,-0.124396,-0.15569,0,0,0,0.0220445,-0.0212943,0.0747385,1
1695219469548795008,-0.115003,0.0794011,-0.441575,-0.252936,0.0554437,-0.689294,0.124831,-0.88034,0.361119,0.719518,0.00513275,-0.0245196,-0.694022,-0.00735736,-0.0104812,-0.534254,0.129175,-0.134823,-0.139018,0,0,0,0.0220445,-0.0212943,0.0747385,1
1695219469558633280,-0.115003,0.0794011,-0.441575,-0.252936,0.0554437,-0.689294,0.124831,-0.88034,0.361119,0.719518,0.00513275,-0.0245196,-0.694022,-0.00735736,-0.0104812,-0.534254,0.129175,-0.134823,-0.139018,0,0,0,0.0262917,-0.0234092,0.0839131,1
1695219469568809856,-0.115003,0.0794011,-0.441575,-0.252936,0.0554437,-0.689294,0.124831,-0.88034,0.361119,0.719518,0.00513275,-0.0245196,-0.694022,-0.00735736,-0.0104812,-0.534254,0.129175,-0.134823,-0.139018,0,0,0,0.0262917,-0.0234092,0.0839131,1
